,date_id,iid,match,wave,field_cd,age,race,income,zipcode,samerace,goal,from,gender,go_out,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,imprace,imprelig,attr3_1,sinc3_1,intel3_1,fun3_1,amb3_1,zipcode_area,latitude,longitude,var_undergrad,var_budget,var_diff_mc,var_mag,var_book,sports_person,creative_person,is_sporty,is_creative
10,1-10-10-3,2,0,1,1.0,24.0,2.0,59998.0 and 69998.0,35223,1,1.0,Alabama,0,0.0,0.2222222222222222,0.1111111111111111,0.6666666666666666,1.0,0.8,0.6,0.3,0.35714285714285715,0.8,0.75,0.0,0.9,0.8,0.7,0.7777777777777778,0.2222222222222222,0.1,0.3333333333333333,0.45,0.08333333333333333,0.5,0.4,0.0,0.2,0.4444444444444444,0.625,0.375,0.7142857142857143,1.0,0.125,3,33.48657039307692,-86.7435797673077,0,0,0,0,0,0.3333333333333333,0.7555555555555556,0,0
11,1-9-10-3,2,0,1,1.0,24.0,2.0,59998.0 and 69998.0,35223,1,1.0,Alabama,0,0.0,0.2222222222222222,0.1111111111111111,0.6666666666666666,1.0,0.8,0.6,0.3,0.35714285714285715,0.8,0.75,0.0,0.9,0.8,0.7,0.7777777777777778,0.2222222222222222,0.1,0.3333333333333333,0.45,0.08333333333333333,0.5,0.4,0.0,0.2,0.4444444444444444,0.625,0.375,0.7142857142857143,1.0,0.125,3,33.48657039307692,-86.7435797673077,0,0,0,0,0,0.3333333333333333,0.7555555555555556,0,0
12,1-6-10-3,2,0,1,1.0,24.0,2.0,59998.0 and 69998.0,35223,0,1.0,Alabama,0,0.0,0.2222222222222222,0.1111111111111111,0.6666666666666666,1.0,0.8,0.6,0.3,0.35714285714285715,0.8,0.75,0.0,0.9,0.8,0.7,0.7777777777777778,0.2222222222222222,0.1,0.3333333333333333,0.45,0.08333333333333333,0.5,0.4,0.0,0.2,0.4444444444444444,0.625,0.375,0.7142857142857143,1.0,0.125,3,33.48657039307692,-86.7435797673077,0,0,0,0,0,0.3333333333333333,0.7555555555555556,0,0
13,1-1-10-3,2,1,1,1.0,24.0,2.0,59998.0 and 69998.0,35223,1,1.0,Alabama,0,0.0,0.2222222222222222,0.1111111111111111,0.6666666666666666,1.0,0.8,0.6,0.3,0.35714285714285715,0.8,0.75,0.0,0.9,0.8,0.7,0.7777777777777778,0.2222222222222222,0.1,0.3333333333333333,0.45,0.08333333333333333,0.5,0.4,0.0,0.2,0.4444444444444444,0.625,0.375,0.7142857142857143,1.0,0.125,3,33.48657039307692,-86.7435797673077,0,0,0,0,0,0.3333333333333333,0.7555555555555556,0,0
14,1-3-10-3,2,0,1,1.0,24.0,2.0,59998.0 and 69998.0,35223,0,1.0,Alabama,0,0.0,0.2222222222222222,0.1111111111111111,0.6666666666666666,1.0,0.8,0.6,0.3,0.35714285714285715,0.8,0.75,0.0,0.9,0.8,0.7,0.7777777777777778,0.2222222222222222,0.1,0.3333333333333333,0.45,0.08333333333333333,0.5,0.4,0.0,0.2,0.4444444444444444,0.625,0.375,0.7142857142857143,1.0,0.125,3,33.48657039307692,-86.7435797673077,0,0,0,0,0,0.3333333333333333,0.7555555555555556,0,0
15,1-2-10-3,2,0,1,1.0,24.0,2.0,59998.0 and 69998.0,35223,1,1.0,Alabama,0,0.0,0.2222222222222222,0.1111111111111111,0.6666666666666666,1.0,0.8,0.6,0.3,0.35714285714285715,0.8,0.75,0.0,0.9,0.8,0.7,0.7777777777777778,0.2222222222222222,0.1,0.3333333333333333,0.45,0.08333333333333333,0.5,0.4,0.0,0.2,0.4444444444444444,0.625,0.375,0.7142857142857143,1.0,0.125,3,33.48657039307692,-86.7435797673077,0,0,0,0,0,0.3333333333333333,0.7555555555555556,0,0
16,1-7-10-3,2,0,1,1.0,24.0,2.0,59998.0 and 69998.0,35223,1,1.0,Alabama,0,0.0,0.2222222222222222,0.1111111111111111,0.6666666666666666,1.0,0.8,0.6,0.3,0.35714285714285715,0.8,0.75,0.0,0.9,0.8,0.7,0.7777777777777778,0.2222222222222222,0.1,0.3333333333333333,0.45,0.08333333333333333,0.5,0.4,0.0,0.2,0.4444444444444444,0.625,0.375,0.7142857142857143,1.0,0.125,3,33.48657039307692,-86.7435797673077,0,0,0,0,0,0.3333333333333333,0.7555555555555556,0,0
17,1-8-10-3,2,0,1,1.0,24.0,2.0,59998.0 and 69998.0,35223,1,1.0,Alabama,0,0.0,0.2222222222222222,0.1111111111111111,0.6666666666666666,1.0,0.8,0.6,0.3,0.35714285714285715,0.8,0.75,0.0,0.9,0.8,0.7,0.7777777777777778,0.2222222222222222,0.1,0.3333333333333333,0.45,0.08333333333333333,0.5,0.4,0.0,0.2,0.4444444444444444,0.625,0.375,0.7142857142857143,1.0,0.125,3,33.48657039307692,-86.7435797673077,0,0,0,0,0,0.3333333333333333,0.7555555555555556,0,0
18,1-4-10-3,2,1,1,1.0,24.0,2.0,59998.0 and 69998.0,35223,1,1.0,Alabama,0,0.0,0.2222222222222222,0.1111111111111111,0.6666666666666666,1.0,0.8,0.6,0.3,0.35714285714285715,0.8,0.75,0.0,0.9,0.8,0.7,0.7777777777777778,0.2222222222222222,0.1,0.3333333333333333,0.45,0.08333333333333333,0.5,0.4,0.0,0.2,0.4444444444444444,0.625,0.375,0.7142857142857143,1.0,0.125,3,33.48657039307692,-86.7435797673077,0,0,0,0,0,0.3333333333333333,0.7555555555555556,0,0
19,1-5-10-3,2,0,1,1.0,24.0,2.0,59998.0 and 69998.0,35223,1,1.0,Alabama,0,0.0,0.2222222222222222,0.1111111111111111,0.6666666666666666,1.0,0.8,0.6,0.3,0.35714285714285715,0.8,0.75,0.0,0.9,0.8,0.7,0.7777777777777778,0.2222222222222222,0.1,0.3333333333333333,0.45,0.08333333333333333,0.5,0.4,0.0,0.2,0.4444444444444444,0.625,0.375,0.7142857142857143,1.0,0.125,3,33.48657039307692,-86.7435797673077,0,0,0,0,0,0.3333333333333333,0.7555555555555556,0,0
20,1-6-10-9,3,0,1,2.0,25.0,2.0,Not provided,6268,1,6.0,Connecticut,0,0.0,0.2222222222222222,0.7777777777777778,0.6666666666666666,0.7777777777777778,0.5,0.5,0.8,0.2857142857142857,0.5,0.5,0.7777777777777778,0.7,0.7,0.7,0.4444444444444444,0.7777777777777778,0.7,0.3333333333333333,0.35,0.16666666666666666,0.7,0.2,0.18867924528301888,0.8,0.3333333333333333,0.75,0.875,0.8571428571428571,0.75,0.75,6,42.3529025,25.8359511,0,0,0,0,0,0.5555555555555555,0.6088888888888888,0,0
21,1-5-10-9,3,0,1,2.0,25.0,2.0,Not provided,6268,1,6.0,Connecticut,0,0.0,0.2222222222222222,0.7777777777777778,0.6666666666666666,0.7777777777777778,0.5,0.5,0.8,0.2857142857142857,0.5,0.5,0.7777777777777778,0.7,0.7,0.7,0.4444444444444444,0.7777777777777778,0.7,0.3333333333333333,0.35,0.16666666666666666,0.7,0.2,0.18867924528301888,0.8,0.3333333333333333,0.75,0.875,0.8571428571428571,0.75,0.75,6,42.3529025,25.8359511,0,0,0,0,0,0.5555555555555555,0.6088888888888888,0,0
22,1-2-10-9,3,0,1,2.0,25.0,2.0,Not provided,6268,0,6.0,Connecticut,0,0.0,0.2222222222222222,0.7777777777777778,0.6666666666666666,0.7777777777777778,0.5,0.5,0.8,0.2857142857142857,0.5,0.5,0.7777777777777778,0.7,0.7,0.7,0.4444444444444444,0.7777777777777778,0.7,0.3333333333333333,0.35,0.16666666666666666,0.7,0.2,0.18867924528301888,0.8,0.3333333333333333,0.75,0.875,0.8571428571428571,0.75,0.75,6,42.3529025,25.8359511,0,0,0,0,0,0.5555555555555555,0.6088888888888888,0,0
23,1-7-10-9,3,0,1,2.0,25.0,2.0,Not provided,6268,1,6.0,Connecticut,0,0.0,0.2222222222222222,0.7777777777777778,0.6666666666666666,0.7777777777777778,0.5,0.5,0.8,0.2857142857142857,0.5,0.5,0.7777777777777778,0.7,0.7,0.7,0.4444444444444444,0.7777777777777778,0.7,0.3333333333333333,0.35,0.16666666666666666,0.7,0.2,0.18867924528301888,0.8,0.3333333333333333,0.75,0.875,0.8571428571428571,0.75,0.75,6,42.3529025,25.8359511,0,0,0,0,0,0.5555555555555555,0.6088888888888888,0,0
24,1-9-10-9,3,0,1,2.0,25.0,2.0,Not provided,6268,0,6.0,Connecticut,0,0.0,0.2222222222222222,0.7777777777777778,0.6666666666666666,0.7777777777777778,0.5,0.5,0.8,0.2857142857142857,0.5,0.5,0.7777777777777778,0.7,0.7,0.7,0.4444444444444444,0.7777777777777778,0.7,0.3333333333333333,0.35,0.16666666666666666,0.7,0.2,0.18867924528301888,0.8,0.3333333333333333,0.75,0.875,0.8571428571428571,0.75,0.75,6,42.3529025,25.8359511,0,0,0,0,0,0.5555555555555555,0.6088888888888888,0,0
25,1-8-10-9,3,0,1,2.0,25.0,2.0,Not provided,6268,1,6.0,Connecticut,0,0.0,0.2222222222222222,0.7777777777777778,0.6666666666666666,0.7777777777777778,0.5,0.5,0.8,0.2857142857142857,0.5,0.5,0.7777777777777778,0.7,0.7,0.7,0.4444444444444444,0.7777777777777778,0.7,0.3333333333333333,0.35,0.16666666666666666,0.7,0.2,0.18867924528301888,0.8,0.3333333333333333,0.75,0.875,0.8571428571428571,0.75,0.75,6,42.3529025,25.8359511,0,0,0,0,0,0.5555555555555555,0.6088888888888888,0,0
26,1-3-10-9,3,0,1,2.0,25.0,2.0,Not provided,6268,1,6.0,Connecticut,0,0.0,0.2222222222222222,0.7777777777777778,0.6666666666666666,0.7777777777777778,0.5,0.5,0.8,0.2857142857142857,0.5,0.5,0.7777777777777778,0.7,0.7,0.7,0.4444444444444444,0.7777777777777778,0.7,0.3333333333333333,0.35,0.16666666666666666,0.7,0.2,0.18867924528301888,0.8,0.3333333333333333,0.75,0.875,0.8571428571428571,0.75,0.75,6,42.3529025,25.8359511,0,0,0,0,0,0.5555555555555555,0.6088888888888888,0,0
27,1-4-10-9,3,0,1,2.0,25.0,2.0,Not provided,6268,1,6.0,Connecticut,0,0.0,0.2222222222222222,0.7777777777777778,0.6666666666666666,0.7777777777777778,0.5,0.5,0.8,0.2857142857142857,0.5,0.5,0.7777777777777778,0.7,0.7,0.7,0.4444444444444444,0.7777777777777778,0.7,0.3333333333333333,0.35,0.16666666666666666,0.7,0.2,0.18867924528301888,0.8,0.3333333333333333,0.75,0.875,0.8571428571428571,0.75,0.75,6,42.3529025,25.8359511,0,0,0,0,0,0.5555555555555555,0.6088888888888888,0,0
28,1-10-10-9,3,0,1,2.0,25.0,2.0,Not provided,6268,1,6.0,Connecticut,0,0.0,0.2222222222222222,0.7777777777777778,0.6666666666666666,0.7777777777777778,0.5,0.5,0.8,0.2857142857142857,0.5,0.5,0.7777777777777778,0.7,0.7,0.7,0.4444444444444444,0.7777777777777778,0.7,0.3333333333333333,0.35,0.16666666666666666,0.7,0.2,0.18867924528301888,0.8,0.3333333333333333,0.75,0.875,0.8571428571428571,0.75,0.75,6,42.3529025,25.8359511,0,0,0,0,0,0.5555555555555555,0.6088888888888888,0,0
29,1-1-10-9,3,0,1,2.0,25.0,2.0,Not provided,6268,1,6.0,Connecticut,0,0.0,0.2222222222222222,0.7777777777777778,0.6666666666666666,0.7777777777777778,0.5,0.5,0.8,0.2857142857142857,0.5,0.5,0.7777777777777778,0.7,0.7,0.7,0.4444444444444444,0.7777777777777778,0.7,0.3333333333333333,0.35,0.16666666666666666,0.7,0.2,0.18867924528301888,0.8,0.3333333333333333,0.75,0.875,0.8571428571428571,0.75,0.75,6,42.3529025,25.8359511,0,0,0,0,0,0.5555555555555555,0.6088888888888888,0,0
30,1-3-10-6,4,0,1,1.0,23.0,2.0,29998.0 and 39998.0,77096,1,1.0,Texas,0,0.0,0.0,0.0,0.5555555555555556,0.6666666666666666,0.6,0.7,0.7,0.35714285714285715,0.7,0.5,0.6666666666666666,0.9,0.7,0.8,0.6666666666666666,0.0,0.8,0.0,0.2,0.3333333333333333,0.4,0.4,0.18867924528301888,0.1,0.0,0.625,0.75,0.5714285714285714,0.875,0.75,7,29.67873190668016,-95.47285615789474,0,0,0,0,0,0.1851851851851852,0.7533333333333333,0,0
31,1-2-10-6,4,0,1,1.0,23.0,2.0,29998.0 and 39998.0,77096,1,1.0,Texas,0,0.0,0.0,0.0,0.5555555555555556,0.6666666666666666,0.6,0.7,0.7,0.35714285714285715,0.7,0.5,0.6666666666666666,0.9,0.7,0.8,0.6666666666666666,0.0,0.8,0.0,0.2,0.3333333333333333,0.4,0.4,0.18867924528301888,0.1,0.0,0.625,0.75,0.5714285714285714,0.875,0.75,7,29.67873190668016,-95.47285615789474,0,0,0,0,0,0.1851851851851852,0.7533333333333333,0,0
32,1-9-10-6,4,0,1,1.0,23.0,2.0,29998.0 and 39998.0,77096,0,1.0,Texas,0,0.0,0.0,0.0,0.5555555555555556,0.6666666666666666,0.6,0.7,0.7,0.35714285714285715,0.7,0.5,0.6666666666666666,0.9,0.7,0.8,0.6666666666666666,0.0,0.8,0.0,0.2,0.3333333333333333,0.4,0.4,0.18867924528301888,0.1,0.0,0.625,0.75,0.5714285714285714,0.875,0.75,7,29.67873190668016,-95.47285615789474,0,0,0,0,0,0.1851851851851852,0.7533333333333333,0,0
33,1-4-10-6,4,1,1,1.0,23.0,2.0,29998.0 and 39998.0,77096,1,1.0,Texas,0,0.0,0.0,0.0,0.5555555555555556,0.6666666666666666,0.6,0.7,0.7,0.35714285714285715,0.7,0.5,0.6666666666666666,0.9,0.7,0.8,0.6666666666666666,0.0,0.8,0.0,0.2,0.3333333333333333,0.4,0.4,0.18867924528301888,0.1,0.0,0.625,0.75,0.5714285714285714,0.875,0.75,7,29.67873190668016,-95.47285615789474,0,0,0,0,0,0.1851851851851852,0.7533333333333333,0,0
34,1-6-10-6,4,0,1,1.0,23.0,2.0,29998.0 and 39998.0,77096,0,1.0,Texas,0,0.0,0.0,0.0,0.5555555555555556,0.6666666666666666,0.6,0.7,0.7,0.35714285714285715,0.7,0.5,0.6666666666666666,0.9,0.7,0.8,0.6666666666666666,0.0,0.8,0.0,0.2,0.3333333333333333,0.4,0.4,0.18867924528301888,0.1,0.0,0.625,0.75,0.5714285714285714,0.875,0.75,7,29.67873190668016,-95.47285615789474,0,0,0,0,0,0.1851851851851852,0.7533333333333333,0,0
35,1-5-10-6,4,0,1,1.0,23.0,2.0,29998.0 and 39998.0,77096,1,1.0,Texas,0,0.0,0.0,0.0,0.5555555555555556,0.6666666666666666,0.6,0.7,0.7,0.35714285714285715,0.7,0.5,0.6666666666666666,0.9,0.7,0.8,0.6666666666666666,0.0,0.8,0.0,0.2,0.3333333333333333,0.4,0.4,0.18867924528301888,0.1,0.0,0.625,0.75,0.5714285714285714,0.875,0.75,7,29.67873190668016,-95.47285615789474,0,0,0,0,0,0.1851851851851852,0.7533333333333333,0,0
36,1-10-10-6,4,0,1,1.0,23.0,2.0,29998.0 and 39998.0,77096,1,1.0,Texas,0,0.0,0.0,0.0,0.5555555555555556,0.6666666666666666,0.6,0.7,0.7,0.35714285714285715,0.7,0.5,0.6666666666666666,0.9,0.7,0.8,0.6666666666666666,0.0,0.8,0.0,0.2,0.3333333333333333,0.4,0.4,0.18867924528301888,0.1,0.0,0.625,0.75,0.5714285714285714,0.875,0.75,7,29.67873190668016,-95.47285615789474,0,0,0,0,0,0.1851851851851852,0.7533333333333333,0,0
37,1-1-10-6,4,0,1,1.0,23.0,2.0,29998.0 and 39998.0,77096,1,1.0,Texas,0,0.0,0.0,0.0,0.5555555555555556,0.6666666666666666,0.6,0.7,0.7,0.35714285714285715,0.7,0.5,0.6666666666666666,0.9,0.7,0.8,0.6666666666666666,0.0,0.8,0.0,0.2,0.3333333333333333,0.4,0.4,0.18867924528301888,0.1,0.0,0.625,0.75,0.5714285714285714,0.875,0.75,7,29.67873190668016,-95.47285615789474,0,0,0,0,0,0.1851851851851852,0.7533333333333333,0,0
38,1-7-10-6,4,1,1,1.0,23.0,2.0,29998.0 and 39998.0,77096,1,1.0,Texas,0,0.0,0.0,0.0,0.5555555555555556,0.6666666666666666,0.6,0.7,0.7,0.35714285714285715,0.7,0.5,0.6666666666666666,0.9,0.7,0.8,0.6666666666666666,0.0,0.8,0.0,0.2,0.3333333333333333,0.4,0.4,0.18867924528301888,0.1,0.0,0.625,0.75,0.5714285714285714,0.875,0.75,7,29.67873190668016,-95.47285615789474,0,0,0,0,0,0.1851851851851852,0.7533333333333333,0,0
39,1-8-10-6,4,0,1,1.0,23.0,2.0,29998.0 and 39998.0,77096,1,1.0,Texas,0,0.0,0.0,0.0,0.5555555555555556,0.6666666666666666,0.6,0.7,0.7,0.35714285714285715,0.7,0.5,0.6666666666666666,0.9,0.7,0.8,0.6666666666666666,0.0,0.8,0.0,0.2,0.3333333333333333,0.4,0.4,0.18867924528301888,0.1,0.0,0.625,0.75,0.5714285714285714,0.875,0.75,7,29.67873190668016,-95.47285615789474,0,0,0,0,0,0.1851851851851852,0.7533333333333333,0,0
40,1-1-10-4,5,0,1,1.0,21.0,2.0,79998.0 and 89998.0,94022,1,2.0,Bowdoin College,0,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6,0.8,0.6,0.42857142857142855,0.8,0.4166666666666667,0.7777777777777778,0.6,0.6,0.3,0.6666666666666666,0.7777777777777778,0.3,0.6666666666666666,0.2,0.08333333333333333,0.5,0.5,0.18867924528301888,0.8,0.0,0.5,0.125,1.0,0.5,0.75,9,37.38312462412451,-122.11471268910506,0,0,0,0,0,0.5555555555555555,0.5933333333333334,0,0
41,1-10-10-4,5,0,1,1.0,21.0,2.0,79998.0 and 89998.0,94022,1,2.0,Bowdoin College,0,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6,0.8,0.6,0.42857142857142855,0.8,0.4166666666666667,0.7777777777777778,0.6,0.6,0.3,0.6666666666666666,0.7777777777777778,0.3,0.6666666666666666,0.2,0.08333333333333333,0.5,0.5,0.18867924528301888,0.8,0.0,0.5,0.125,1.0,0.5,0.75,9,37.38312462412451,-122.11471268910506,0,0,0,0,0,0.5555555555555555,0.5933333333333334,0,0
42,1-7-10-4,5,0,1,1.0,21.0,2.0,79998.0 and 89998.0,94022,0,2.0,Bowdoin College,0,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6,0.8,0.6,0.42857142857142855,0.8,0.4166666666666667,0.7777777777777778,0.6,0.6,0.3,0.6666666666666666,0.7777777777777778,0.3,0.6666666666666666,0.2,0.08333333333333333,0.5,0.5,0.18867924528301888,0.8,0.0,0.5,0.125,1.0,0.5,0.75,9,37.38312462412451,-122.11471268910506,0,0,0,0,0,0.5555555555555555,0.5933333333333334,0,0
43,1-2-10-4,5,1,1,1.0,21.0,2.0,79998.0 and 89998.0,94022,1,2.0,Bowdoin College,0,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6,0.8,0.6,0.42857142857142855,0.8,0.4166666666666667,0.7777777777777778,0.6,0.6,0.3,0.6666666666666666,0.7777777777777778,0.3,0.6666666666666666,0.2,0.08333333333333333,0.5,0.5,0.18867924528301888,0.8,0.0,0.5,0.125,1.0,0.5,0.75,9,37.38312462412451,-122.11471268910506,0,0,0,0,0,0.5555555555555555,0.5933333333333334,0,0
44,1-4-10-4,5,0,1,1.0,21.0,2.0,79998.0 and 89998.0,94022,0,2.0,Bowdoin College,0,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6,0.8,0.6,0.42857142857142855,0.8,0.4166666666666667,0.7777777777777778,0.6,0.6,0.3,0.6666666666666666,0.7777777777777778,0.3,0.6666666666666666,0.2,0.08333333333333333,0.5,0.5,0.18867924528301888,0.8,0.0,0.5,0.125,1.0,0.5,0.75,9,37.38312462412451,-122.11471268910506,0,0,0,0,0,0.5555555555555555,0.5933333333333334,0,0
45,1-3-10-4,5,0,1,1.0,21.0,2.0,79998.0 and 89998.0,94022,1,2.0,Bowdoin College,0,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6,0.8,0.6,0.42857142857142855,0.8,0.4166666666666667,0.7777777777777778,0.6,0.6,0.3,0.6666666666666666,0.7777777777777778,0.3,0.6666666666666666,0.2,0.08333333333333333,0.5,0.5,0.18867924528301888,0.8,0.0,0.5,0.125,1.0,0.5,0.75,9,37.38312462412451,-122.11471268910506,0,0,0,0,0,0.5555555555555555,0.5933333333333334,0,0
46,1-8-10-4,5,0,1,1.0,21.0,2.0,79998.0 and 89998.0,94022,1,2.0,Bowdoin College,0,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6,0.8,0.6,0.42857142857142855,0.8,0.4166666666666667,0.7777777777777778,0.6,0.6,0.3,0.6666666666666666,0.7777777777777778,0.3,0.6666666666666666,0.2,0.08333333333333333,0.5,0.5,0.18867924528301888,0.8,0.0,0.5,0.125,1.0,0.5,0.75,9,37.38312462412451,-122.11471268910506,0,0,0,0,0,0.5555555555555555,0.5933333333333334,0,0
